"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","32","0","0","0","9","6","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","53","0","0","2","29","4","0","3","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","57","7","1","11","22","2","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","91","0","0","2","94","3","0","0","2","2","0","0","0","0","2","0","1","2","0","0","0","0","0","7","6","2","2","0","0"
"文京","77","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","3","1","1","0","0"
"台東","62","0","1","5","25","5","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","42","0","0","2","12","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"江東区","94","0","0","4","45","3","2","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","3","1","0","0","0"
"品川区","83","1","3","7","48","8","0","0","2","0","0","0","0","6","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","54","0","0","1","13","1","1","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","167","0","11","12","69","3","0","3","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","189","0","0","1","74","9","0","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","8","2","2","0","0"
"渋谷区","66","0","0","3","32","6","0","3","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","5","4","1","2","0","0"
"中野区","175","0","0","8","59","3","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","121","0","0","2","46","2","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","46","0","0","0","6","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","1","0","0"
"北区","99","0","2","1","19","8","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","86","0","0","7","10","4","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","91","0","0","1","17","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","126","0","0","9","14","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","70","0","0","5","18","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","159","0","1","10","28","8","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","186","0","2","7","76","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","55","0","1","1","7","1","0","2","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","2","1","1","0","0"
"秋川","106","0","0","4","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","57","0","0","0","36","2","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","163","0","0","0","27","2","0","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"南多摩","126","0","0","2","28","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","110","0","0","0","17","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"村山大和","89","0","0","0","7","0","0","1","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","3","2","1","0","0","0"
"府中小金井","94","0","0","1","3","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"狛江調布","87","0","0","0","17","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"三鷹武蔵野","159","0","0","5","29","4","0","3","2","0","0","0","0","1","0","0","0","2","0","0","0","0","0","5","4","2","1","0","0"
"多摩小平","285","2","0","8","63","1","0","3","5","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","1","0","0"
"多摩東村山","128","0","0","5","34","3","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","3","1","1","0","0"
"島しょ","87","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","3772","10","22","126","1044","134","3","60","54","3","6","0","0","23","10","1","1","17","0","0","3","0","1","178","142","14","25","0","0"
