"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","6","3","0","0","2","1","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","2","3","0","36","9","5","0","15","0","7","1","1","0","0","0","0","0","0","0"
"1歳","0","0","6","4","50","17","18","2","24","0","46","5","0","0","0","0","0","0","0","0"
"2歳","0","0","5","5","30","28","11","3","1","1","22","7","0","0","0","0","0","0","1","0"
"3歳","0","0","4","13","40","24","9","5","0","0","27","9","0","0","0","0","0","0","0","0"
"4歳","0","0","1","15","38","21","12","7","1","0","15","10","0","1","0","0","0","0","0","0"
"5歳","0","0","4","14","40","10","5","9","0","0","11","9","0","0","0","0","0","0","0","0"
"6歳","1","0","0","12","33","9","1","7","0","1","3","11","0","0","0","0","0","0","0","0"
"7歳","0","0","0","14","28","2","1","6","0","1","1","6","0","0","0","0","0","0","0","0"
"8歳","0","0","1","9","20","2","2","5","0","0","1","7","1","0","0","0","0","0","0","0"
"9歳","0","0","0","9","14","5","1","3","0","0","0","4","0","0","0","1","0","0","0","0"
"10〜14歳","1","0","0","16","28","1","2","2","0","3","3","6","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","12","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"20〜29歳","0","2","0","8","52","1","1","3","2","9","0","3","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","4","24","120","427","132","68","52","45","17","137","78","3","1","0","14","0","0","1","0"
