"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","36","0","0","1","6","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","3","0","2","2","2"
"中央区","1","10","0","1","0","7","1","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","34","0","1","3","8","0","41","1","5","4","0","0","0","0","0","0","0","0","0","0","0","10","9","6","0","1","1","1"
"新宿区","1","58","3","2","9","14","3","20","0","1","0","0","0","0","0","2","0","0","3","0","0","0","14","11","7","2","2","2","2"
"文京","4","42","5","0","18","12","0","34","4","1","0","1","0","0","0","1","0","0","0","0","0","0","6","7","4","1","1","1","1"
"台東","4","21","0","8","10","30","1","66","6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","46","1","0","1","11","0","37","0","0","1","0","2","0","0","0","0","0","9","0","0","0","5","6","3","1","1","1","1"
"江東区","2","53","1","0","14","40","1","103","5","3","6","1","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","4","45","0","0","4","26","3","36","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","0","31","9","2","2","3","1","32","3","0","9","0","2","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","13","91","1","11","16","58","2","160","3","4","36","2","1","2","0","0","0","0","2","0","0","0","3","21","13","1","1","1","1"
"世田谷","5","137","5","3","25","57","1","90","14","4","29","0","0","0","0","2","0","1","6","0","0","0","12","23","15","2","2","2","2"
"渋谷区","3","23","0","0","1","7","1","19","0","2","2","0","0","0","0","1","0","0","0","0","0","0","13","7","4","1","1","1","1"
"中野区","3","54","1","2","16","14","2","60","0","4","11","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","79","7","8","4","39","1","42","3","2","7","0","0","0","0","0","0","0","14","0","0","0","11","17","11","1","2","2","2"
"池袋","1","67","3","1","5","8","0","10","2","0","9","0","0","0","0","2","0","0","1","0","0","0","0","7","4","1","1","1","1"
"北区","1","88","1","1","14","17","1","39","8","3","9","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","1","63","7","0","10","14","2","43","2","1","5","1","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","2","84","0","1","3","11","2","75","2","1","6","0","0","0","0","0","0","0","2","0","0","0","9","16","10","2","1","1","1"
"練馬区","4","133","1","1","28","21","3","79","4","3","17","2","4","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","6","124","15","8","21","37","2","39","3","6","20","0","0","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","8","67","0","2","7","18","0","36","1","1","11","0","0","0","0","0","0","0","4","0","0","0","12","12","8","1","1","1","1"
"江戸川","2","153","3","10","12","60","2","55","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","18","12","1","0","0","0"
"八王子市","3","120","3","1","33","62","2","126","0","7","16","0","4","0","0","0","0","0","0","0","0","0","6","17","10","2","1","1","1"
"町田市","0","51","0","1","12","23","1","53","11","2","19","1","0","0","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","2","66","0","0","5","15","1","18","3","1","3","0","0","0","0","0","0","0","0","0","0","1","16","13","7","1","1","1","1"
"南多摩","0","78","7","2","5","24","0","47","4","2","16","0","0","0","0","1","0","0","0","0","0","0","0","13","9","1","0","0","0"
"多摩立川","3","80","5","0","19","17","0","97","0","1","16","1","0","0","0","1","0","0","0","0","0","0","6","19","14","1","1","1","1"
"多摩府中","5","167","14","3","35","53","5","233","28","10","16","0","5","0","0","1","0","1","12","0","0","0","20","33","21","3","3","3","3"
"多摩小平","5","119","8","4","25","51","2","247","3","6","9","1","0","0","0","0","1","0","5","0","0","0","21","23","15","2","2","2","2"
"島しょ","0","5","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","1","0","1","1","1"
"合計","85","2225","100","73","358","763","40","1983","110","74","310","12","18","3","0","13","1","2","58","0","0","1","178","404","255","36","25","25","25"
