"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","1","0","16","4","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","1","4","1","82","13","8","5","39","0","7","1","4","0","0","0","0","0","0","0"
"1歳","1","1","18","7","113","45","29","4","29","1","50","3","5","0","0","0","0","0","2","0"
"2歳","0","0","6","11","96","36","17","9","4","0","28","14","3","1","0","0","0","0","0","0"
"3歳","0","0","9","32","118","60","20","7","0","0","17","19","1","1","0","0","0","0","4","0"
"4歳","0","1","8","43","106","33","14","17","1","1","24","23","1","0","0","0","0","0","0","0"
"5歳","2","0","1","45","97","35","14","17","0","3","13","25","1","0","0","0","0","0","0","0"
"6歳","0","0","2","47","81","18","8","13","0","1","4","23","1","0","0","0","0","0","1","0"
"7歳","1","0","0","40","68","10","2","15","0","1","3","10","1","0","0","0","0","0","0","0"
"8歳","1","0","2","20","45","5","3","11","0","3","0","11","0","0","0","1","0","0","0","0"
"9歳","0","0","0","23","37","2","1","3","0","4","0","7","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","2","33","97","4","1","9","0","5","0","7","0","0","0","1","0","0","0","0"
"15〜19歳","5","0","1","4","14","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","0","29","122","1","1","3","0","10","2","4","1","0","1","5","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","24","4","54","335","1092","266","118","114","74","30","150","147","18","2","2","20","0","0","8","0"
