"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","5","4","0","0","3","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","24","2","0","0","21","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","67","4","1","1","68","16","0","0","16","0","0","4","0","2","1","0","0","0","0","0","0","0","0"
"2歳","61","0","4","4","64","12","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"3歳","97","1","4","13","44","7","2","3","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"4歳","116","0","2","22","53","12","0","1","0","0","0","0","0","9","2","0","0","0","0","0","0","0","0"
"5歳","113","0","3","16","60","7","0","9","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"6歳","87","0","2","21","37","2","1","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"7歳","85","0","1","7","29","2","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","65","0","1","9","28","0","0","7","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","49","0","0","7","16","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","168","0","0","9","61","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"15〜19歳","78","0","0","4","26","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","115","1","0","19","144","1","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0"
"30〜39歳","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1476","12","18","132","654","66","3","31","31","1","0","5","0","44","4","0","0","3","0","0","0","0","0"
