"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1〜4歳","0","0","0","0","0","0","0","2","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","1","0","0","1","0","0"
"20〜24歳","15","3","7","9","0","0","0","0","0"
"25〜29歳","22","5","14","12","0","0","0","0","0"
"30〜34歳","20","4","7","8","0","0","0","0","0"
"35〜39歳","11","6","10","5","0","0","0","0","0"
"40〜44歳","16","3","8","9","0","0","0","0","0"
"45〜49歳","10","6","3","3","0","0","1","0","0"
"50〜54歳","4","1","1","1","0","0","0","0","0"
"55〜59歳","2","2","0","3","0","0","0","0","0"
"60〜64歳","1","3","0","0","0","0","4","0","0"
"65〜69歳","1","1","0","0","0","0","0","0","0"
"70歳以上","1","0","0","0","0","0","21","0","0"
"合計","104","34","50","51","0","0","36","2","0"
