"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","5","1","2","1","3","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","1","2","26","10","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","2","0","11","0","5","3","0","0","0","1","0","0","0","1","0","0","1","0","","","","","",""
"文京","0","0","0","4","2","2","0","1","1","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","2","3","13","3","3","1","6","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","3","16","7","4","0","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"江東区","0","0","2","8","24","6","2","1","2","0","5","0","0","0","0","2","0","0","0","0","","","","","",""
"品川区","1","0","0","5","28","4","1","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","5","1","1","0","0","0","1","0","0","0","0","2","0","0","0","0","","","","","",""
"大田区","0","0","8","17","39","8","2","3","5","2","8","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","4","9","43","7","2","0","1","0","6","6","1","0","0","1","0","1","0","0","","","","","",""
"渋谷区","0","0","0","1","18","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","4","30","4","8","0","1","0","2","2","1","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","8","5","24","5","2","0","4","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","3","9","6","0","1","4","0","7","1","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","6","3","11","4","1","0","1","0","5","2","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","4","3","0","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","0","2","8","9","6","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","0","3","27","3","0","0","4","0","5","2","1","1","0","2","0","0","0","0","","","","","",""
"葛飾区","0","0","2","5","8","4","0","0","2","0","5","1","1","0","0","0","0","0","1","0","","","","","",""
"江戸川","1","1","3","19","20","9","7","1","0","0","9","4","0","0","0","2","0","0","0","0","","","","","",""
"八王子市","0","0","1","29","43","26","7","5","4","1","3","5","1","0","0","0","0","0","0","0","","","","","",""
"町田市","4","0","4","26","32","4","1","0","3","0","3","1","3","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","1","5","11","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","6","12","5","2","0","2","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","9","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","0","0","2","8","17","4","0","0","2","0","4","2","2","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","0","18","11","43","4","7","1","4","0","5","0","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","1","72","205","531","140","55","21","54","3","84","38","13","1","0","14","0","1","2","0","","","","","",""
