"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","52","1","2","9","70","6","1","1","5","0","1","3","1","1","0","1","0","0","0","0","","","","","",""
"区南部","113","1","5","5","106","6","2","1","5","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","94","1","1","8","59","2","0","1","1","0","0","5","1","0","0","1","0","0","0","0","","","","","",""
"区西部","139","3","4","12","87","9","2","2","2","0","0","1","0","1","1","3","0","0","0","0","","","","","",""
"区西北部","158","0","1","4","60","1","0","1","5","1","0","3","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","119","0","0","5","64","19","0","1","4","0","1","1","1","1","1","1","0","0","2","0","","","","","",""
"区東部","144","2","1","26","91","13","0","1","8","0","0","2","0","1","0","1","0","0","0","0","","","","","",""
"西多摩","134","0","1","3","13","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","235","1","1","35","101","14","1","11","7","1","1","1","1","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","84","0","1","1","23","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","152","1","0","3","28","1","1","1","4","0","0","1","1","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","128","1","1","15","48","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","3","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1555","11","18","127","755","79","7","21","42","2","3","21","6","5","2","11","0","0","2","0","","","","","",""
