"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","0","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","5","0","0","0","0","0","0","0","0"
"15〜19歳","10","1","0","2","0","0","0","0","0"
"20〜24歳","26","5","12","7","3","0","0","0","0"
"25〜29歳","30","5","9","11","2","0","0","0","0"
"30〜34歳","8","3","5","4","0","0","0","0","0"
"35〜39歳","5","5","3","4","0","0","0","0","0"
"40〜44歳","7","0","1","11","0","0","0","0","0"
"45〜49歳","3","1","4","6","1","0","1","0","0"
"50〜54歳","3","3","2","1","1","0","0","0","0"
"55〜59歳","2","2","2","2","0","0","1","0","0"
"60〜64歳","0","1","0","1","0","0","0","1","0"
"65〜69歳","0","0","0","0","0","0","1","1","0"
"70歳以上","0","0","0","0","1","0","7","1","0"
"合計","99","26","38","49","8","0","12","4","0"
