"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","85","0","0","5","57","6","1","0","1","0","0","0","1","3","0","0","0","4","0","0","0","0","0","0","","","","","",""
"区南部","89","0","0","7","77","3","1","2","7","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","102","0","2","10","78","9","1","0","1","0","0","1","0","6","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","112","0","0","0","60","12","0","4","1","0","0","0","0","2","2","0","0","4","0","0","0","0","0","0","","","","","",""
"区西北部","156","0","1","6","60","13","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","140","0","0","3","40","12","0","1","2","0","0","1","0","5","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","82","0","0","21","64","8","0","2","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","","","","","",""
"西多摩","56","0","0","2","33","5","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","118","0","0","0","71","6","3","1","1","0","1","3","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","76","0","0","1","11","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","119","0","0","0","41","4","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","96","0","0","0","35","3","0","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1243","0","3","55","627","83","6","12","18","0","1","5","1","40","5","0","0","12","1","0","1","0","0","1","","","","","",""
