"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","0","4","5","73","9","0","2","1","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","3","0","0","10","106","8","0","2","5","0","0","0","0","2","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区西南部","1","0","1","2","100","15","1","2","5","0","1","0","4","2","1","0","0","0","0","1","0","0","0","0","","","","","",""
"区西部","3","0","0","3","87","5","1","0","2","0","0","0","1","3","0","0","0","3","0","0","0","2","0","0","","","","","",""
"区西北部","1","0","0","2","64","19","0","1","6","0","0","0","0","1","1","0","0","1","0","0","0","2","0","0","","","","","",""
"区東北部","1","0","0","3","71","8","1","0","4","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","1","0","0","6","86","3","0","1","5","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","0","4","30","7","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","1","70","6","1","2","2","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","0","0","0","19","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","3","52","8","1","0","5","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","2","0","0","2","60","3","0","0","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","20","0","5","41","818","92","7","11","37","0","1","6","7","24","4","0","2","9","0","1","0","4","0","2","","","","","",""
