"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","7","0","0","2","1","0","0","0","0"
"20〜24歳","43","5","10","23","0","0","0","0","0"
"25〜29歳","47","11","14","19","2","0","1","0","0"
"30〜34歳","27","8","11","11","1","0","0","0","0"
"35〜39歳","19","6","4","4","1","0","1","0","0"
"40〜44歳","13","11","6","15","2","0","0","0","0"
"45〜49歳","8","7","9","7","0","0","5","0","0"
"50〜54歳","7","5","3","3","0","0","7","0","0"
"55〜59歳","1","10","3","1","0","0","1","0","0"
"60〜64歳","0","0","2","1","0","0","5","0","0"
"65〜69歳","2","0","1","0","0","0","5","0","1"
"70歳以上","0","4","1","0","0","0","27","1","0"
"合計","174","67","64","86","7","0","61","3","1"
