"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","3","0"
"1〜4歳","0","0","0","0","0","0","9","17","1"
"5〜9歳","0","0","0","0","0","0","4","4","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","12","1","0","6","1","1","0","0","0"
"20〜24歳","50","8","10","19","6","1","2","0","0"
"25〜29歳","37","10","4","24","6","4","4","0","0"
"30〜34歳","22","12","13","20","1","3","1","0","0"
"35〜39歳","18","7","6","13","7","0","1","0","0"
"40〜44歳","8","5","0","6","1","0","3","0","1"
"45〜49歳","7","2","2","5","1","1","4","0","0"
"50〜54歳","7","3","2","4","2","0","5","0","0"
"55〜59歳","3","4","3","2","1","0","5","0","0"
"60〜64歳","0","1","0","0","0","0","9","1","0"
"65〜69歳","0","0","0","0","0","0","14","1","0"
"70歳以上","0","1","0","1","0","0","65","8","1"
"合計","164","54","40","100","26","10","133","34","3"
