"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","2","3","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","4","4","0","0","0","0","0"
"20〜24歳","10","1","3","14","0","0","0","0","0"
"25〜29歳","24","6","6","20","0","0","1","0","1"
"30〜34歳","14","6","4","13","0","0","1","0","0"
"35〜39歳","14","7","4","8","1","1","0","0","0"
"40〜44歳","10","3","2","4","0","0","1","0","0"
"45〜49歳","9","5","1","2","0","0","3","1","0"
"50〜54歳","4","3","3","7","0","0","6","0","0"
"55〜59歳","6","3","1","1","0","0","5","0","0"
"60〜64歳","1","1","1","1","0","0","11","1","0"
"65〜69歳","0","0","1","0","0","0","8","4","0"
"70歳以上","0","0","0","0","0","0","49","5","0"
"合計","96","35","30","74","1","1","90","14","1"
