"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","14","18","890","1","1","32","74","11","2","8","6","1","2","5","0","0","1","1","0","1","0","0","0","1","","","","","","",""
"区南部","1","13","559","1","8","33","78","6","1","6","5","1","0","2","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","5","13","859","0","2","39","60","14","0","6","4","1","1","1","0","0","1","1","0","0","0","1","0","3","","","","","","",""
"区西部","5","12","946","3","2","49","61","8","1","6","3","0","1","1","0","0","1","0","1","1","0","0","0","2","","","","","","",""
"区西北部","13","20","1413","1","3","56","112","26","5","11","10","1","0","4","0","1","2","0","0","0","0","0","0","1","","","","","","",""
"区東北部","5","13","1142","2","1","26","89","5","6","22","5","0","0","0","0","0","3","0","0","0","1","0","1","5","","","","","","",""
"区東部","9","13","1039","3","6","37","94","4","1","8","4","1","1","1","0","0","1","0","0","1","0","0","0","0","","","","","","",""
"西多摩","6","2","175","0","1","5","12","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","6","11","2254","1","2","59","176","14","3","19","6","1","5","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","1","5","347","1","3","23","20","5","0","4","1","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","5","13","910","1","4","50","65","6","3","8","1","1","2","3","0","0","0","0","1","1","0","0","0","1","","","","","","",""
"北多摩北部","6","5","727","2","11","50","85","9","1","11","5","0","1","1","0","0","1","0","0","0","0","0","1","3","","","","","","",""
"島しょ","0","0","30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","76","138","11291","16","44","460","927","109","24","111","51","7","16","20","1","1","11","2","2","4","1","1","2","16","","","","","","",""
