"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","15","2","0","0","4","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"〜1歳","49","9","1","0","33","6","4","2","36","0","0","0","3","1","0","0","0","0","0","0"
"1歳","129","7","1","2","106","27","21","1","46","0","7","4","4","1","0","1","1","0","0","0"
"2歳","186","1","0","2","59","28","6","3","5","0","1","8","2","0","0","1","0","0","0","0"
"3歳","220","0","3","14","67","33","9","4","1","0","0","14","0","0","0","0","0","0","0","0"
"4歳","339","0","2","13","52","32","8","1","0","0","4","23","2","0","0","1","0","0","0","0"
"5歳","351","0","2","26","63","26","4","1","0","0","3","14","0","0","0","1","0","0","1","0"
"6歳","369","0","0","33","49","18","2","0","0","0","2","10","0","0","0","0","0","0","3","0"
"7歳","317","0","0","24","35","8","0","3","0","1","0","4","0","0","0","0","0","0","0","0"
"8歳","291","0","0","15","40","2","1","2","0","0","1","10","0","0","0","0","0","0","0","0"
"9歳","247","0","0","4","27","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"10〜14歳","854","0","0","15","68","2","0","0","0","0","0","6","0","0","0","1","0","0","0","0"
"15〜19歳","397","0","0","0","17","1","0","1","0","0","2","2","0","0","0","1","0","0","0","0"
"20〜29歳","352","0","0","8","113","0","0","0","0","3","2","3","0","0","0","3","0","0","0","0"
"30〜39歳","315","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0"
"40〜49歳","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","4731","19","9","156","733","186","55","18","90","4","22","100","11","2","1","18","2","0","6","0"
