"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","12","4","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","0","0","0","38","3","0","2","39","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"1歳","14","0","0","2","70","27","1","2","21","0","1","2","1","2","5","0","0","1","0","0","0","0","0","0"
"2歳","21","0","0","2","61","37","1","3","2","0","0","2","1","13","0","0","0","1","0","0","0","0","0","0"
"3歳","23","0","1","1","57","21","0","8","0","0","0","0","1","20","1","1","0","0","0","0","0","0","0","0"
"4歳","33","0","2","4","50","18","0","11","0","0","0","1","1","29","1","1","0","0","0","0","0","0","0","0"
"5歳","18","0","1","5","50","22","0","7","1","0","0","0","1","24","1","0","0","0","0","0","0","0","0","0"
"6歳","18","0","0","5","31","9","0","10","1","0","0","0","1","24","0","0","0","0","0","0","0","0","0","0"
"7歳","17","0","0","7","23","5","0","3","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0"
"8歳","14","0","0","4","10","8","0","4","0","0","0","1","2","10","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","0","4","15","3","0","5","0","0","0","1","2","5","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","26","0","0","5","34","4","0","4","0","1","1","0","4","11","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","0","0","0","16","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","2"
"20〜29歳","46","0","0","2","95","1","0","2","0","0","0","2","0","10","1","0","0","4","0","0","0","0","0","2"
"30〜39歳","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0"
"40〜49歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","359","0","4","41","562","162","2","62","77","1","2","11","16","157","10","2","0","21","1","0","0","0","0","4"
