"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","81","2","6","43","91","6","1","3","7","0","1","2","0","0","0","0","1","0","2","0","0","","","","","",""
"区南部","29","2","3","37","74","4","0","1","7","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","145","1","8","46","74","5","0","0","5","1","0","0","0","0","0","0","2","1","0","0","2","","","","","",""
"区西部","80","1","6","36","67","4","0","0","7","0","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"区西北部","163","0","2","55","105","8","0","0","3","1","0","1","0","0","1","0","0","1","1","0","0","","","","","",""
"区東北部","129","4","3","45","117","3","0","1","1","0","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","99","4","5","73","104","5","1","0","4","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"西多摩","26","0","2","10","30","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","153","0","2","74","142","4","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","24","1","0","18","36","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","96","2","4","40","54","5","0","0","2","0","2","4","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","61","2","3","38","46","4","1","2","5","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","11","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1097","19","44","515","944","50","4","7","50","3","8","10","1","0","3","0","3","6","3","0","3","","","","","",""
