"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","0","1","0","0","9","0","6","0","2","0","5","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","1","2","5","10","0","0","0","3","0","10","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","6","1","6","8","2","1","0","0","0","7","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"文京","0","1","1","3","7","0","1","1","2","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","2","1","3","0","4","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","4","3","1","4","0","0","0","8","1","2","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","0","0","0","3","32","1","2","0","5","0","13","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","2","1","13","0","3","0","1","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","3","2","2","5","0","2","0","1","0","5","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","10","1","7","24","2","4","2","3","0","22","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","2","2","17","9","1","1","1","4","0","23","5","3","0","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","0","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","1","1","3","26","0","1","2","2","0","21","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"杉並","0","2","0","2","17","0","0","0","2","0","4","0","0","1","0","0","0","0","5","0","0","0","","","","","",""
"池袋","0","1","0","0","3","0","0","0","0","0","2","1","0","0","0","1","0","0","2","0","0","1","","","","","",""
"北区","0","0","0","1","4","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","2","0","8","1","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","3","9","1","1","0","2","0","9","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","2","0","11","15","1","2","1","1","0","22","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"足立","0","0","4","1","9","4","6","2","2","0","16","4","1","0","0","3","0","0","0","0","0","0","","","","","",""
"葛飾区","0","1","0","3","14","0","3","2","3","0","10","6","0","0","0","0","0","0","3","0","0","0","","","","","",""
"江戸川","0","0","3","4","15","0","2","0","3","0","33","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","1","6","23","5","3","0","0","0","33","15","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","4","35","1","2","1","2","0","17","6","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","4","0","2","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","0","10","10","1","4","1","2","0","21","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","3","1","6","17","7","6","0","0","0","13","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","5","2","7","19","1","8","1","3","0","32","11","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","0","3","3","8","18","1","4","1","1","0","29","1","0","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","49","32","121","373","30","76","15","46","0","389","78","15","1","0","12","0","0","15","0","0","1","","","","","",""
