"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","1","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","1","0","1","2","21","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","3","2","6","34","8","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","6","0","4","34","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","1","0","3","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","5","46","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","0","0","3","19","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","6","2","1","13","70","7","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","0","4","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","16","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","2","9","18","170","1","3","0","4","1","1","2","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","6","0","17","185","12","2","1","4","0","0","0","1","1","0","1","0","1","0","0","0","","","","","",""
"渋谷区","0","0","1","2","47","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","1","1","1","9","62","7","0","0","2","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","1","0","4","61","3","2","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","2","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"北区","0","1","0","6","47","4","5","0","6","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","2","4","8","25","5","1","0","2","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","1","43","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","0","1","11","103","9","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","2","2","2","9","118","1","4","0","3","0","4","1","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","1","1","62","12","3","0","2","0","0","3","1","1","1","0","0","0","2","0","0","","","","","",""
"江戸川","1","5","9","13","119","2","2","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","7","9","4","16","104","16","7","1","1","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","4","3","19","84","5","2","0","2","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","0","4","43","5","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","3","0","12","68","11","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","8","0","18","99","9","3","0","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","3","6","2","13","212","10","6","0","9","0","1","2","0","0","0","2","0","0","3","0","0","","","","","",""
"多摩小平","9","4","7","19","98","15","4","1","5","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","57","73","48","240","2089","149","58","3","71","1","10","22","12","3","2","5","0","1","10","0","0","","","","","",""
