"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","88","0","3","33","86","2","0","3","6","0","0","0","0","0","1","0","0","0","0","0","1","8","","","","","",""
"区南部","259","124","1","11","38","125","1","2","1","4","1","3","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"区西南部","247","136","2","4","30","97","1","1","3","1","0","3","0","1","0","2","0","0","0","0","0","5","12","","","","","",""
"区西部","238","124","1","5","38","96","3","1","1","2","0","0","0","1","0","1","0","0","0","0","0","5","12","","","","","",""
"区西北部","386","281","1","7","45","170","2","2","2","2","0","1","0","0","0","2","1","0","1","0","0","1","3","","","","","",""
"区東北部","332","177","0","20","48","117","1","0","0","5","0","1","0","0","0","1","0","0","0","0","0","3","6","","","","","",""
"区東部","337","153","0","5","41","132","1","1","2","1","1","2","0","2","0","0","1","0","0","0","0","1","5","","","","","",""
"西多摩","75","52","0","2","6","30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","440","270","0","4","56","166","4","1","0","2","0","0","0","1","0","1","0","0","0","0","0","1","5","","","","","",""
"北多摩西部","201","91","1","3","41","62","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","273","124","0","4","66","134","1","1","1","3","0","1","0","0","0","1","0","0","0","0","0","6","13","","","","","",""
"北多摩北部","228","112","0","14","43","109","4","0","0","1","0","0","0","1","0","1","1","0","0","0","0","4","7","","","","","",""
"島しょ","7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3198","1744","6","82","485","1324","22","9","13","29","2","14","0","6","0","10","3","0","1","0","0","27","81","","","","","",""
