"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","24","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","4","0","2","2","0"
"中央区","17","0","2","5","3","5","1","0","1","0","0","1","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","80","1","1","2","48","3","0","1","7","0","0","1","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","94","0","4","10","39","5","0","2","3","0","0","2","0","0","0","0","0","0","2","0","9","6","2","2","2","0"
"文京","39","0","0","4","4","2","1","1","0","0","0","1","1","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","16","0","0","8","27","7","0","1","3","0","0","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","21","0","0","5","26","5","0","0","2","1","0","1","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","117","0","0","15","50","7","2","1","2","0","0","10","0","0","0","1","0","0","0","0","9","4","1","0","0","0"
"品川区","158","0","3","12","62","4","0","3","3","0","0","3","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","29","0","1","0","8","3","0","2","0","0","0","0","0","0","0","1","0","0","0","0","6","3","1","0","0","0"
"大田区","106","1","8","15","64","11","4","9","7","3","0","2","0","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","256","0","2","19","36","2","0","0","1","0","0","4","0","0","0","0","0","0","0","0","15","8","2","2","2","0"
"渋谷区","46","0","0","2","27","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","122","1","1","3","59","2","0","0","4","0","0","3","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","238","0","0","9","53","8","0","0","1","0","0","2","0","0","0","1","0","0","0","0","12","6","1","1","1","0"
"池袋","93","0","0","2","10","7","0","0","1","0","0","3","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","129","0","0","2","34","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","41","0","0","5","16","13","1","0","2","0","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","124","0","0","3","30","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","188","0","0","1","32","12","0","1","0","0","0","3","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","107","0","0","3","32","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","11","4","2","0","0","0"
"葛飾区","106","0","0","9","32","14","0","0","1","0","2","1","0","0","0","0","0","0","7","0","8","3","1","1","1","0"
"江戸川","79","0","8","59","39","4","0","0","8","0","1","2","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","296","0","1","59","94","27","1","0","2","1","0","28","2","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","195","0","0","36","49","25","0","3","7","0","1","4","3","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","350","0","0","4","36","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","9","5","1","1","1","0"
"南多摩","242","2","0","16","23","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","133","0","0","7","20","6","0","0","3","0","0","2","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","322","0","0","3","31","5","0","2","2","0","0","4","0","0","0","1","0","0","1","0","21","10","3","2","3","0"
"多摩小平","334","0","1","30","91","6","0","0","4","0","2","5","0","0","0","3","0","0","0","0","14","6","2","2","2","0"
"島しょ","17","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4119","5","32","348","1083","208","11","26","71","5","6","89","6","0","0","10","0","0","11","0","286","147","39","24","25","0"
