"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","4","1","5","13","0","7","3","0","",""
"区南部","0","0","0","0","0","0","1","0","0","",""
"区西南部","3","1","0","0","0","0","1","13","0","",""
"区西部","18","13","6","5","1","1","10","2","1","",""
"区西北部","10","2","1","2","1","0","7","5","0","",""
"区東北部","3","0","0","0","0","1","5","0","0","",""
"区東部","12","3","2","1","0","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","0","5","0","8","0","2","0","0","",""
"北多摩西部","8","3","1","7","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","85","26","16","20","23","2","36","23","1","",""
