"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","2","66","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","7","9","88","2","0","1","10","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","34","4","270","3","0","5","7","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"新宿区","14","12","166","5","0","4","11","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","","","","","","",""
"文京","25","8","284","1","0","0","6","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","8","7","220","2","0","8","26","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","18","10","108","4","0","3","4","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"江東区","51","16","439","2","0","6","27","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","33","18","257","3","0","4","14","0","0","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","8","2","134","1","1","1","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","39","21","429","4","5","16","34","0","4","1","7","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"世田谷","107","24","636","10","0","11","13","2","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","5","","","","","","",""
"渋谷区","23","17","113","3","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"中野区","43","10","489","0","0","5","11","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","34","12","354","3","0","3","12","0","1","1","4","0","0","2","1","0","1","0","0","5","0","0","0","2","","","","","","",""
"池袋","39","10","274","5","0","0","2","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","14","19","331","0","0","7","13","1","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"荒川区","21","8","233","7","1","4","8","0","0","0","3","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"板橋区","31","15","386","4","0","4","14","3","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","49","31","519","5","1","17","22","3","1","1","1","6","0","2","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"足立","24","28","632","11","1","9","22","5","1","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","33","24","322","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","","","","","","",""
"江戸川","29","25","542","10","1","12","30","0","3","2","0","5","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","42","33","1035","5","5","14","13","1","1","6","3","4","2","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","80","19","844","7","0","41","60","1","0","3","4","11","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","6","9","198","0","1","6","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"南多摩","43","22","452","0","0","6","12","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","34","26","425","7","0","17","15","0","1","1","0","3","0","0","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","62","54","1196","7","1","24","49","0","3","2","5","9","0","6","0","0","1","0","0","1","0","0","0","2","","","","","","",""
"多摩小平","43","27","844","0","2","17","52","0","10","1","5","14","1","3","0","0","2","0","0","3","1","0","2","2","","","","","","",""
"島しょ","0","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","1000","526","12303","114","19","247","518","22","38","28","46","79","8","19","3","0","13","0","1","13","1","0","7","22","","","","","","",""
