"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","2","5","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","0","0","5","21","0","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","25","1","0","5","19","2","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","23","6","0","11","23","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","15","0","0","4","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","1","1","3","34","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","4","0","3","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","","","","","",""
"江東区","7","0","0","8","47","3","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","22","1","0","7","33","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","13","3","0","15","24","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","17","8","3","20","67","2","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","37","4","0","38","76","3","0","9","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","2","0","0","7","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","","","","","",""
"中野区","19","3","0","10","25","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","36","2","0","2","42","0","0","2","1","0","0","1","0","0","0","0","0","0","0","1","1","","","","","",""
"池袋","12","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","","",""
"北区","45","1","0","3","22","1","0","7","2","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","19","0","0","5","24","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","21","0","0","6","43","1","0","5","1","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"練馬区","21","1","7","22","44","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","30","1","2","14","34","3","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","31","0","0","6","53","1","1","3","2","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"江戸川","33","3","3","14","36","0","0","3","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","31","1","0","11","73","5","0","1","5","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","10","2","0","17","62","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","2","1","5","38","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","3","0","11","23","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","23","3","0","9","103","2","0","5","2","1","1","0","0","0","3","0","0","0","0","0","0","","","","","",""
"多摩府中","62","8","0","24","89","6","1","9","9","1","0","2","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","60","5","9","27","95","0","1","2","9","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","657","65","26","307","1196","37","7","94","66","3","6","5","2","0","8","0","0","2","0","10","2","","","","","",""
