"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","14","43","11","1","36","33","1","3","1","4","0","1","0","0","0","1","0","0","0","0","0","1","7","","","","","",""
"区南部","11","54","23","6","22","55","2","0","1","2","1","3","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"区西南部","23","47","22","4","25","58","2","2","5","1","0","0","2","1","1","8","0","0","0","0","0","1","2","","","","","",""
"区西部","21","59","21","5","32","34","2","2","1","4","0","0","0","0","0","3","0","0","0","0","0","4","2","","","","","",""
"区西北部","50","83","41","5","69","51","0","1","4","5","1","0","1","1","0","4","0","0","1","0","0","0","1","","","","","",""
"区東北部","25","46","29","4","27","58","3","1","2","6","0","1","0","0","1","1","0","0","0","0","0","0","3","","","","","",""
"区東部","25","60","33","1","40","52","1","2","1","2","0","3","0","0","0","0","1","0","0","0","0","1","2","","","","","",""
"西多摩","4","22","0","1","4","19","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","19","48","21","3","63","96","1","1","1","7","0","2","0","0","0","3","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","13","38","11","1","27","15","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","25","51","18","2","54","49","1","1","4","3","1","0","1","0","0","2","1","0","0","0","0","1","5","","","","","",""
"北多摩北部","11","61","12","1","34","37","1","0","0","4","0","1","0","0","0","1","0","0","1","0","0","0","7","","","","","",""
"島しょ","0","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","241","613","242","34","437","557","16","13","20","44","3","13","4","2","2","24","2","0","2","0","0","8","35","","","","","",""
