"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","0","0","0","0","35","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","0","0","0","0","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","0","0","0","0","53","6","0","1","1","0","0","1","0","1","1","0","0","3","0","0","0","7","0","0","7","6","2","2","0","0"
"文京","5","0","0","1","15","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","3","1","1","0","0"
"台東","3","0","0","3","51","8","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","1","0","0","1","40","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","3","0","1","0","0"
"江東区","1","0","0","8","18","3","1","0","1","0","0","0","0","3","0","0","0","7","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","1","0","0","3","79","5","0","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","2","0","0","1","28","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","2","0","2","12","112","8","0","2","3","0","0","0","0","5","4","1","0","2","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","7","0","4","1","103","18","1","4","4","0","0","0","3","0","1","1","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
"渋谷区","1","0","0","2","67","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","5","4","1","2","0","0"
"中野区","11","0","0","2","77","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","4","0","0","2","59","2","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","2","0","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","5","4","1","1","0","0"
"長崎","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"北区","7","0","0","4","60","3","1","0","4","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","3","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","1","0","0","0","30","3","0","1","3","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","7","6","0","1","0","0"
"練馬区","3","0","0","4","19","20","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","1","0","0","0","57","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","1","0","0","9","52","14","1","0","3","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","26","0","0","14","95","8","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","4","0","0","0","30","11","0","1","2","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"秋川","7","0","0","1","14","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","1","0","0","0","31","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","1","0","0","0","24","3","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"南多摩","1","0","0","0","37","5","2","0","4","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","10","0","0","1","13","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"村山大和","2","0","0","0","23","4","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","3","2","1","0","0","0"
"府中小金井","0","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"狛江調布","1","0","0","0","18","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"三鷹武蔵野","3","0","0","0","24","15","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","4","2","1","0","0"
"多摩小平","2","0","0","1","29","8","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"多摩東村山","4","0","0","1","47","9","0","0","6","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","4","3","0","2","0","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
