"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","9","2","1","2","0","0","0","0","0"
"20〜24歳","28","6","15","4","1","0","0","0","0"
"25〜29歳","22","7","7","3","2","0","1","0","0"
"30〜34歳","14","7","4","5","0","0","0","0","0"
"35〜39歳","7","3","2","3","3","0","0","0","0"
"40〜44歳","2","2","1","4","1","0","1","0","0"
"45〜49歳","3","0","4","1","1","0","2","0","0"
"50〜54歳","3","3","0","2","0","0","1","0","0"
"55〜59歳","0","2","1","1","0","0","1","0","0"
"60〜64歳","0","1","0","0","0","0","1","0","1"
"65〜69歳","0","0","0","0","0","0","1","1","0"
"70歳以上","0","1","0","0","1","0","13","1","0"
"合計","88","34","35","25","9","0","29","3","1"
