"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","10","3","22","6","0","4","0","0","",""
"区南部","7","0","0","0","0","0","0","0","0","",""
"区西南部","15","11","5","3","1","0","3","0","1","",""
"区西部","11","3","17","5","1","0","8","0","0","",""
"区西北部","8","9","1","1","0","0","0","0","1","",""
"区東北部","3","1","0","0","0","0","0","0","0","",""
"区東部","5","1","0","0","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","5","0","1","0","0","0","0","0","",""
"北多摩西部","13","0","0","0","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","1","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","91","40","26","32","9","0","22","1","2","",""
