"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","147","0","0","0","83","0","1","0","3","0","1","0","0","0","2","0","0","0","1","0","0","","","","","",""
"区南部","79","0","3","6","119","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","177","1","4","5","113","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区西部","76","0","0","1","98","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","185","2","1","4","127","2","1","0","5","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","252","2","1","2","93","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","260","2","0","3","128","0","0","0","3","0","1","0","1","0","0","1","0","0","0","0","1","","","","","",""
"西多摩","22","0","0","3","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","397","3","1","3","205","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","69","0","0","1","74","7","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","189","0","0","4","104","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","5","","","","","",""
"北多摩北部","155","0","3","1","114","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2008","10","13","33","1280","15","3","1","33","1","6","4","1","0","2","1","0","0","1","0","11","","","","","",""
