"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","28","4","0","1","7","0","9","3","1","0","1","0","0","0","0","0","0","0","0","0","0","8","","","","","",""
"中央区","3","20","1","0","1","5","0","17","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","37","0","0","8","2","0","48","4","1","3","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","3","41","3","4","6","11","0","26","0","1","2","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"文京","0","23","0","0","8","11","0","38","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","4","14","1","2","5","17","0","33","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","35","0","0","6","19","0","17","0","1","5","0","1","0","0","0","0","0","0","0","0","1","5","","","","","",""
"江東区","0","41","0","0","14","19","1","98","1","2","21","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","25","2","2","7","10","0","36","1","0","8","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","26","0","1","4","6","2","36","2","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","65","4","3","18","52","1","97","2","2","31","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"世田谷","5","102","3","1","17","24","3","75","9","5","36","10","1","0","0","1","0","0","0","0","0","0","2","","","","","",""
"渋谷区","0","18","0","0","2","3","0","10","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"中野区","1","43","2","0","14","11","0","69","1","3","11","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","49","1","5","6","15","3","31","1","0","7","0","1","0","0","0","0","0","0","0","0","1","4","","","","","",""
"池袋","2","48","4","0","2","8","0","30","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","42","3","3","6","9","0","58","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","37","6","1","10","7","0","37","1","2","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","74","0","4","8","4","0","36","1","1","14","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"練馬区","2","91","1","1","18","29","0","57","3","9","16","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","95","6","3","10","31","2","46","1","3","16","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","53","0","0","8","15","0","35","0","1","14","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"江戸川","4","76","1","5","9","26","4","74","0","2","34","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","79","1","0","21","40","1","116","1","1","23","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"町田市","2","58","2","0","14","21","0","52","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","47","0","1","12","6","0","41","1","1","3","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"南多摩","0","42","2","1","7","18","0","48","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","56","4","1","16","20","0","82","1","3","20","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","6","123","2","4","24","29","1","148","10","4","29","1","3","0","0","2","1","0","1","0","0","0","7","","","","","",""
"多摩小平","10","110","2","2","53","36","5","190","0","2","26","1","0","0","0","0","0","0","1","0","0","0","15","","","","","",""
"島しょ","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","63","1618","55","44","335","511","23","1690","50","50","383","18","11","0","0","8","1","0","4","0","0","3","56","","","","","",""
