"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","14","4","0","0","6","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"〜1歳","0","1","1","1","63","12","0","2","35","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"1歳","4","0","4","7","148","26","2","1","30","0","0","5","0","3","2","0","1","0","0","0","1","0","0"
"2歳","4","1","3","11","104","31","1","2","3","0","0","2","0","7","0","0","0","0","0","0","2","0","0"
"3歳","6","0","5","20","67","47","0","5","2","0","0","2","0","10","1","1","0","0","0","0","2","0","0"
"4歳","8","0","5","35","78","38","1","7","1","0","0","1","0","28","0","0","0","0","0","0","1","0","0"
"5歳","5","0","2","35","60","20","0","11","2","0","0","0","0","19","1","0","0","0","0","0","0","0","0"
"6歳","5","0","4","27","46","12","0","10","1","0","0","0","0","12","0","0","0","0","0","0","0","0","0"
"7歳","8","0","4","30","27","8","0","6","0","0","0","0","0","9","3","0","0","0","0","0","0","0","0"
"8歳","1","0","0","6","24","6","2","7","0","0","0","0","0","8","1","0","0","0","0","0","1","0","0"
"9歳","0","0","3","0","18","2","0","3","0","0","0","1","0","7","1","1","0","0","0","0","0","0","0"
"10〜14歳","8","0","1","25","38","0","0","4","0","0","0","1","1","8","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","3","15","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","3","12","126","3","0","1","0","1","0","2","0","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","63","2","36","212","828","210","6","59","80","1","0","15","1","115","12","3","1","4","0","0","7","0","0"
