"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","0","0","0","0","1","0"
"15〜19歳","7","1","1","2","0","0","0","0","0"
"20〜24歳","25","4","8","4","0","0","0","0","0"
"25〜29歳","15","7","3","2","0","0","0","0","0"
"30〜34歳","14","5","11","1","1","0","1","0","0"
"35〜39歳","5","2","2","1","1","0","0","0","0"
"40〜44歳","2","3","1","2","0","0","1","0","0"
"45〜49歳","3","2","0","3","0","0","0","0","0"
"50〜54歳","1","0","1","1","0","0","1","0","0"
"55〜59歳","1","0","0","1","0","0","1","0","0"
"60〜64歳","0","1","0","0","0","0","1","0","0"
"65〜69歳","1","0","0","0","0","0","1","0","0"
"70歳以上","0","1","0","0","0","0","7","1","1"
"合計","76","26","27","17","2","0","16","2","1"
