"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","8","7","6","1","1","0","3","0","0","0","",""
"区南部","6","0","0","0","0","0","0","0","0","0","",""
"区西南部","3","6","3","0","0","0","1","2","0","0","",""
"区西部","14","18","2","6","2","0","6","3","0","0","",""
"区西北部","21","8","2","1","2","0","5","1","0","0","",""
"区東北部","8","0","1","2","2","0","8","12","0","0","",""
"区東部","8","2","1","0","3","1","2","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","4","0","0","0","0","0","0","0","0","",""
"北多摩西部","5","2","0","3","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","28","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","88","47","15","13","11","1","53","24","0","0","",""
