"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","5","0","0","4","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","0","0","4","19","3","5","0","1","1","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"新宿区","1","1","1","6","14","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","2","9","3","2","0","2","0","0","0","0","0","0","1","0","0","0","0","1","","","","","",""
"台東","17","0","0","7","17","4","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","0","0","4","6","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","13","0","4","11","59","7","1","1","5","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","11","44","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","4","6","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","8","0","6","50","81","4","0","5","4","0","1","3","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","2","10","24","66","3","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","1","0","1","3","15","2","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","","","","","",""
"中野区","3","0","0","4","17","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","3","0","3","12","31","2","0","1","3","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","1","0","2","0","15","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","1","3","19","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","0","1","15","36","2","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","1","4","18","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","4","22","45","14","0","0","7","0","0","4","1","0","0","1","0","0","0","0","0","","","","","",""
"足立","13","0","2","21","62","6","5","2","4","0","3","2","0","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","2","0","1","4","43","7","1","0","4","0","1","0","1","0","0","0","0","0","2","0","0","","","","","",""
"江戸川","3","0","3","19","47","6","0","0","6","0","0","0","0","1","0","1","0","0","0","0","0","","","","","",""
"八王子市","16","2","1","28","59","4","12","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","32","62","8","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","2","4","20","4","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","3","1","19","39","1","5","1","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","0","0","22","36","8","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","15","0","6","31","51","5","4","0","11","0","2","3","2","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","10","0","9","18","46","3","4","0","7","0","0","0","2","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","143","8","59","390","989","112","44","19","92","1","15","22","8","2","1","11","0","3","4","0","2","","","","","",""
