"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","2","0","1","9","2","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","","","","","",""
"中央区","17","2","0","5","6","13","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","32","5","0","9","11","4","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"新宿区","48","5","0","9","8","9","0","2","0","2","0","0","0","0","0","2","0","0","0","0","0","1","1","","","","","",""
"文京","35","13","0","11","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"台東","31","3","0","12","8","13","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","59","16","0","4","8","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","64","7","0","20","17","34","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"品川区","37","5","0","6","12","17","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","37","8","0","4","19","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","113","7","0","26","50","57","3","8","1","4","1","0","1","3","0","2","0","0","0","0","0","1","0","","","","","",""
"世田谷","175","20","1","12","46","31","1","6","0","3","0","0","1","0","0","1","0","0","0","0","0","2","5","","","","","",""
"渋谷区","37","5","0","4","2","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","132","8","0","6","31","23","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"杉並","112","14","0","5","5","24","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","","","","","",""
"池袋","77","6","0","3","3","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","106","8","0","25","9","8","1","2","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","132","5","0","13","16","14","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","108","10","0","15","16","13","2","6","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"練馬区","159","19","0","26","16","37","0","5","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","116","16","0","31","30","35","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","155","5","0","5","20","21","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","","","","","",""
"江戸川","180","13","0","60","49","43","0","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","180","16","0","23","31","36","0","11","0","0","0","0","0","1","0","1","0","0","0","0","0","1","5","","","","","",""
"町田市","119","5","0","4","10","13","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","90","8","0","3","8","14","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","95","11","0","10","6","8","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","205","14","0","10","46","25","3","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","281","20","0","42","58","41","2","4","2","1","0","0","1","0","0","0","0","0","0","0","0","5","3","","","","","",""
"多摩小平","216","20","0","39","68","62","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","","","","","",""
"島しょ","65","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3231","297","1","443","629","632","16","88","5","24","5","2","5","4","0","15","1","0","0","0","0","21","27","","","","","",""
