"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","336","3","13","29","132","18","7","2","5","1","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","288","3","9","29","119","10","4","1","4","0","2","1","0","0","0","0","0","1","0","0","1","","","","","",""
"区西南部","419","2","3","35","124","8","6","0","2","1","0","0","0","0","1","0","0","2","0","0","20","","","","","",""
"区西部","411","4","8","32","109","5","9","3","5","0","3","0","1","0","1","0","1","1","0","0","14","","","","","",""
"区西北部","481","1","9","42","148","2","9","2","5","11","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","505","9","5","39","141","4","9","1","4","2","0","0","0","0","0","0","0","1","0","0","2","","","","","",""
"区東部","420","3","8","73","144","9","9","2","3","0","1","1","0","1","1","0","0","1","0","0","3","","","","","",""
"西多摩","167","1","3","16","29","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","793","8","6","64","178","15","34","1","8","1","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","208","0","3","11","79","6","8","0","0","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"北多摩南部","462","1","12","36","111","3","11","3","7","3","0","0","0","0","3","0","0","1","0","0","7","","","","","",""
"北多摩北部","361","5","5","35","82","8","10","1","6","0","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"島しょ","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4889","41","84","441","1396","91","116","16","50","19","9","6","1","1","9","0","1","7","0","0","57","","","","","",""
