"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","2","3","3","0","10","0","0","9","0","0","1","0","0","1","0","0","0","0","0","0"
"〜1歳","0","0","0","1","15","3","32","3","53","0","1","72","4","2","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","2","1","27","26","83","10","11","0","1","184","5","1","2","0","0","1","0","0","0","0","0","0"
"2歳","0","0","3","4","28","16","102","6","1","0","1","171","5","4","1","0","0","3","0","0","0","0","0","0"
"3歳","0","0","2","7","13","22","99","7","0","0","0","158","6","14","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","7","13","26","27","74","13","1","0","0","129","4","18","1","0","0","2","0","0","0","0","0","0"
"5歳","0","0","4","13","16","16","61","12","0","0","0","98","1","14","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","4","15","20","3","34","13","0","0","0","58","1","14","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","5","14","6","13","10","0","0","0","29","3","7","0","0","0","1","0","0","0","0","0","0"
"8歳","0","0","0","1","13","0","10","1","0","0","0","13","1","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","4","6","2","6","1","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","8","19","2","3","4","0","0","1","16","4","7","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","6","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","12","54","1","15","1","0","0","2","17","0","2","0","0","0","3","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","24","84","259","128","535","81","76","0","6","967","34","89","7","0","0","24","0","0","0","0","0","0"
