"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","14","17","2","3","14","37","12","66","8","3","1","1","1","0","0","0","0","0","3","0","0","0","5","","","","","",""
"区南部","2","19","2","1","6","40","2","62","12","1","2","0","0","0","0","1","0","0","8","0","0","0","0","","","","","",""
"区西南部","16","13","2","1","17","21","4","60","7","1","5","1","0","0","0","1","2","1","2","0","0","2","1","","","","","",""
"区西部","9","24","2","3","18","31","3","75","13","1","1","0","0","0","0","1","0","0","21","0","0","1","3","","","","","",""
"区西北部","22","39","4","1","30","35","1","142","23","4","2","0","1","0","0","6","1","1","5","0","0","0","1","","","","","",""
"区東北部","18","37","6","3","19","46","1","85","5","3","2","0","1","0","0","1","0","0","2","0","0","0","1","","","","","",""
"区東部","16","20","3","4","16","35","1","136","16","1","5","2","1","0","0","1","0","0","8","0","0","0","0","","","","","",""
"西多摩","4","8","0","0","1","5","1","20","1","1","0","0","0","0","0","0","0","0","4","0","0","0","1","","","","","",""
"南多摩","5","29","2","0","32","44","3","168","16","7","3","1","0","0","1","1","0","0","0","0","0","1","4","","","","","",""
"北多摩西部","9","13","0","0","10","11","1","48","10","2","5","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","16","16","4","1","30","27","3","143","14","4","3","0","1","0","0","0","0","1","6","0","0","0","4","","","","","",""
"北多摩北部","4","13","4","2","28","16","1","92","9","1","3","1","1","0","0","2","1","0","7","0","0","0","3","","","","","",""
"島しょ","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"合計","135","255","31","19","222","348","33","1097","134","29","32","6","6","0","1","15","4","3","66","0","0","4","26","","","","","",""
