"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","1","1","7","16","0","1","1","3","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","1","4","1","3","12","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","22","2","3","13","14","0","2","2","3","1","1","0","0","0","0","0","0","0","0","2","0","","","","","",""
"区西部","16","4","1","8","24","1","1","3","2","0","1","2","0","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","7","1","1","3","10","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","14","1","0","3","28","1","1","4","3","0","0","0","0","0","2","0","0","0","0","1","0","","","","","",""
"区東部","14","0","1","8","8","2","0","1","2","0","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"西多摩","5","1","0","5","9","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","3","1","12","49","3","0","2","3","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","0","0","0","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"北多摩南部","4","0","2","3","12","1","0","1","1","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","4","2","0","2","8","3","0","0","3","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","113","19","11","67","202","14","9","16","26","1","7","6","1","0","6","0","0","1","1","4","1","","","","","",""
