"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","6","0"
"1〜4歳","0","0","0","0","0","0","11","15","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","1","0","0","0","0","0","4","0","0"
"15〜19歳","11","0","1","1","1","0","1","0","0"
"20〜24歳","37","13","13","25","2","0","2","0","0"
"25〜29歳","49","19","12","25","1","1","4","0","0"
"30〜34歳","30","14","11","19","3","2","1","0","0"
"35〜39歳","23","9","12","15","3","1","5","0","0"
"40〜44歳","17","12","11","6","1","1","1","0","1"
"45〜49歳","10","11","7","5","2","1","5","0","0"
"50〜54歳","6","10","3","1","0","0","3","2","0"
"55〜59歳","2","5","2","0","1","0","5","0","0"
"60〜64歳","2","2","1","2","1","0","10","2","0"
"65〜69歳","2","4","0","0","0","0","8","0","1"
"70歳以上","0","5","1","0","0","0","58","5","2"
"合計","190","104","74","99","15","6","132","32","4"
