"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","5","2","0","0","3","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","30","4","1","0","20","7","12","1","39","0","1","1","1","0","0","0","0","0","0","0"
"1歳","85","5","3","3","38","5","36","0","30","0","7","4","3","1","0","0","0","0","0","0"
"2歳","100","1","0","1","31","11","22","1","5","0","10","8","0","0","0","0","0","0","0","0"
"3歳","156","0","1","6","25","5","20","2","0","0","4","9","0","0","0","0","0","0","2","0"
"4歳","243","0","0","11","19","7","10","4","1","0","2","16","0","0","0","0","0","0","2","0"
"5歳","303","0","0","11","16","5","7","7","1","0","2","12","0","0","0","0","0","0","1","0"
"6歳","371","0","0","13","17","4","5","2","1","0","2","8","0","0","0","0","0","0","2","0"
"7歳","469","0","0","16","22","2","2","2","0","0","1","5","0","0","0","0","0","0","2","0"
"8歳","457","0","0","11","12","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0"
"9歳","470","0","0","8","12","0","1","0","0","0","1","5","0","0","0","0","0","0","0","0"
"10〜14歳","2287","0","0","10","47","0","2","0","0","0","0","6","0","0","0","0","0","0","0","0"
"15〜19歳","636","0","0","0","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","279","0","0","8","45","0","0","2","0","0","0","6","0","0","0","3","0","0","0","0"
"30〜39歳","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40〜49歳","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6481","12","5","98","315","47","119","21","78","0","32","81","5","1","0","12","0","0","9","0"
