"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","23","112","3","4","5","25","2","14","0","1","6","1","0","1","0","0","0","0","2","0","0","1","","","","","",""
"区南部","18","98","7","8","10","31","1","3","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","184","9","15","12","28","2","4","0","1","7","1","0","2","0","2","0","0","0","0","0","0","","","","","",""
"区西部","15","208","1","12","6","39","3","3","1","1","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","18","212","2","5","15","17","0","9","0","1","13","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","18","175","0","3","4","37","0","5","1","3","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","18","289","4","16","6","24","0","4","0","0","9","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","5","50","0","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","18","252","4","8","10","54","1","10","0","10","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","60","1","0","9","15","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","10","143","2","2","9","30","0","5","2","3","5","1","0","0","0","2","1","0","0","0","0","0","","","","","",""
"北多摩北部","11","128","4","1","23","28","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","191","1954","37","75","110","331","10","65","4","22","65","4","1","3","0","7","1","0","2","0","0","2","","","","","",""
