"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","4","0"
"1〜4歳","0","0","0","0","0","0","3","7","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","3","2","4","1","0","0","0","0"
"20〜24歳","31","5","6","6","3","0","0","0","0"
"25〜29歳","29","7","6","2","1","0","1","0","0"
"30〜34歳","19","7","6","1","2","0","1","1","0"
"35〜39歳","5","7","1","0","1","0","2","1","0"
"40〜44歳","2","3","0","0","0","0","0","0","1"
"45〜49歳","2","1","0","0","3","0","0","0","0"
"50〜54歳","0","0","1","0","0","0","1","0","0"
"55〜59歳","2","1","0","0","0","0","0","1","0"
"60〜64歳","0","0","0","0","0","0","3","1","0"
"65〜69歳","0","0","0","0","0","1","2","1","0"
"70歳以上","0","2","0","0","1","0","18","3","1"
"合計","101","36","22","13","12","1","39","20","2"
