"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","2","0","0","0","2"
"中央区","13","3","6","2","0","0","0","0","0","2","0"
"みなと","20","12","6","7","1","0","0","0","0","2","1"
"新宿区","45","26","25","28","1","0","31","15","1","5","2"
"文京","0","0","0","0","0","0","11","6","0","1","1"
"台東","42","24","2","7","10","0","0","0","0","4","0"
"墨田区","4","10","3","4","0","0","2","1","0","1","1"
"江東区","23","10","3","18","0","0","0","0","0","3","0"
"品川区","4","0","0","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","4","1","2","4","0","0","2","0","0","3","1"
"世田谷","0","0","0","0","0","0","6","1","1","0","2"
"渋谷区","8","3","1","0","0","0","8","0","0","3","2"
"中野区","2","0","0","2","0","0","0","0","0","1","1"
"杉並","0","0","0","0","0","0","0","0","0","0","1"
"池袋","26","7","11","11","2","2","25","3","0","3","1"
"北区","1","0","1","0","0","1","0","0","0","1","0"
"荒川区","2","0","2","1","0","0","0","0","0","1","0"
"板橋区","3","0","1","1","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","0","1","0","3","0","0","0","0","0","1","0"
"葛飾区","0","0","0","0","0","0","7","0","0","0","1"
"江戸川","0","0","0","0","0","0","0","0","0","0","0"
"八王子","16","0","3","1","11","0","7","0","1","3","1"
"町田市","2","1","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","11","6","0","17","1","1","0","0","0","2","1"
"多摩府中","2","0","0","1","0","0","0","0","0","1","2"
"多摩小平","0","0","0","0","0","0","21","0","0","0","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","228","104","66","109","27","4","122","26","3","41","25"
