"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","6","6","5","12","2","0","2","0","0","",""
"区南部","6","1","0","2","1","0","1","0","0","",""
"区西南部","11","10","4","3","0","0","2","0","0","",""
"区西部","9","6","9","1","3","0","8","1","0","",""
"区西北部","15","5","2","1","1","0","2","1","0","",""
"区東北部","11","2","1","0","0","0","1","0","0","",""
"区東部","11","0","1","1","1","0","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","17","5","1","0","1","0","0","0","0","",""
"北多摩西部","11","1","1","2","3","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","0","0","",""
"北多摩北部","0","1","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","97","37","24","22","12","0","29","4","0","",""
