"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","5","2","0","1","2","0","7","0","0","0","0","0","0","0","0","0","0","5","0","0","0","2","","","","","",""
"中央区","3","3","0","0","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","5","0","0","2","2","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","","","","","",""
"新宿区","2","9","1","0","9","9","0","10","2","0","0","0","0","0","0","0","0","0","11","0","0","0","0","","","","","",""
"文京","0","3","0","0","2","5","3","18","7","3","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","1","1","1","0","3","13","0","30","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","12","0","0","4","2","0","14","7","1","1","0","1","0","0","0","0","0","7","0","0","0","1","","","","","",""
"江東区","6","3","1","0","8","8","0","77","5","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","3","0","0","1","14","0","23","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","3","1","0","0","4","0","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","10","3","12","6","30","0","39","18","4","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","9","10","2","3","6","8","0","41","6","0","2","0","0","0","0","0","0","1","2","0","0","2","2","","","","","",""
"渋谷区","3","5","0","0","0","4","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中野区","12","4","1","0","10","6","1","45","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","4","0","0","7","15","0","37","14","0","0","0","0","0","0","1","0","0","7","0","0","0","2","","","","","",""
"池袋","6","4","1","0","1","3","0","22","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","","","","","",""
"北区","7","9","1","0","6","5","1","23","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","10","0","0","4","6","0","23","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","12","1","0","7","8","0","23","2","1","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"練馬区","8","11","0","0","12","8","1","71","7","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","8","18","6","7","11","23","0","58","0","2","1","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","4","0","0","4","15","3","29","3","1","2","0","0","0","0","0","0","0","2","0","0","1","1","","","","","",""
"江戸川","13","9","0","0","8","14","0","41","9","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","18","0","0","10","30","0","71","21","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"町田市","2","14","0","0","6","13","0","26","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","7","0","1","2","4","0","16","0","0","1","0","0","0","0","0","0","0","6","0","0","2","0","","","","","",""
"南多摩","3","8","2","0","7","5","2","31","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","20","15","1","0","6","10","2","33","14","1","1","0","0","0","0","1","0","0","2","0","0","0","0","","","","","",""
"多摩府中","15","21","2","1","20","22","0","114","13","6","0","1","2","0","0","1","1","0","4","0","0","1","2","","","","","",""
"多摩小平","21","13","1","1","34","23","1","73","19","2","2","0","0","0","0","0","0","0","5","1","0","1","1","","","","","",""
"島しょ","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","179","257","27","25","200","313","15","1043","174","33","17","3","4","0","0","10","1","1","56","1","0","9","19","","","","","",""
