"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","7","11","0"
"5〜9歳","0","0","0","0","0","0","3","0","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","4","0","0","3","0","0","1","0","0"
"20〜24歳","19","5","9","19","0","1","2","0","0"
"25〜29歳","17","11","8","14","0","1","2","0","0"
"30〜34歳","19","9","12","18","1","2","3","1","0"
"35〜39歳","22","10","7","8","0","1","2","0","0"
"40〜44歳","13","6","3","4","0","2","3","0","0"
"45〜49歳","4","3","5","6","0","0","1","0","0"
"50〜54歳","5","0","4","2","0","0","4","0","0"
"55〜59歳","2","1","0","2","0","1","7","1","0"
"60〜64歳","0","2","0","3","0","1","8","4","2"
"65〜69歳","0","1","0","1","0","1","13","0","0"
"70歳以上","1","0","0","0","0","0","56","3","1"
"合計","106","48","48","80","1","10","117","23","3"
