"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","32","0","7","18","86","12","3","0","7","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区南部","32","3","9","24","152","3","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","25","1","1","31","148","13","0","2","9","0","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"区西部","32","0","1","31","139","4","2","1","4","0","0","3","0","0","0","1","0","0","2","0","1","","","","","",""
"区西北部","32","0","3","26","132","14","0","0","12","0","0","2","2","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","49","1","3","32","192","14","1","3","9","0","0","0","1","0","1","1","0","0","3","0","0","","","","","",""
"区東部","35","5","7","30","197","10","1","1","15","0","1","4","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","18","1","1","6","47","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","48","2","5","57","288","30","2","1","16","0","1","9","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","3","1","26","98","5","0","0","7","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","55","0","0","34","125","11","2","3","11","1","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","30","2","6","21","114","9","0","1","1","0","0","1","0","0","0","2","0","0","0","0","1","","","","","",""
"島しょ","7","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","414","18","44","338","1718","130","11","12","98","1","2","26","10","0","1","6","0","0","5","0","4","","","","","",""
