"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","29","8","0","0","24","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","8","0"
"〜1歳","105","19","8","6","135","3","9","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","311","24","25","19","437","7","58","3","53","6","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"2歳","254","9","33","55","300","7","32","1","15","2","2","2","2","0","0","0","0","0","0","0","5","0","0","1","0","1","4","1"
"3歳","323","4","18","70","237","7","30","3","3","3","1","2","0","0","0","0","0","0","0","0","7","1","1","3","0","1","4","3"
"4歳","529","2","29","104","272","10","28","3","2","2","0","5","1","0","0","0","0","2","0","0","7","1","1","1","1","0","4","1"
"5歳","495","0","12","116","218","20","15","8","4","1","1","0","1","0","0","0","0","1","0","0","4","0","0","1","0","0","3","1"
"6歳","582","0","15","95","152","22","9","10","1","3","4","3","0","0","0","0","0","3","0","0","1","0","0","0","0","0","1","0"
"7歳","650","0","7","115","130","28","6","1","1","0","2","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"8歳","607","0","2","98","115","24","5","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","521","0","0","59","83","14","5","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","1567","1","2","83","207","21","2","1","0","2","3","0","0","0","0","0","0","4","0","0","6","3","2","1","0","1","2","1"
"15〜19歳","408","0","0","2","54","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0"
"20〜29歳","503","1","3","41","319","0","2","0","0","11","0","0","0","1","2","0","0","0","0","0","1","0","0","1","0","0","0","1"
"30〜39歳","689","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","3","1","0","1","0","0","2","1"
"40〜49歳","1101","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","1","0","4","0","0","0","0","0","4","0"
"50〜59歳","532","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","8","1","1","0","1","0","6","1"
"60〜69歳","226","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","8","0","0","1","1","0","7","1"
"70〜79歳","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","4","1","0","8","4"
"80歳以上","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","23","0","1","2","0","0","20","2"
"合計","9622","68","154","863","2683","163","203","32","104","31","14","15","4","1","21","1","2","14","2","0","105","7","6","16","4","3","81","17"
