"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","165","21","1049","8","2","17","64","2","5","1","5","8","0","1","0","0","1","0","1","0","0","0","0","3","","","","","","",""
"区南部","133","22","728","3","2","15","42","5","2","1","2","1","1","0","0","0","1","0","0","1","0","0","1","1","","","","","","",""
"区西南部","238","27","982","11","1","5","19","1","3","1","1","1","2","2","0","0","1","0","0","2","0","0","1","2","","","","","","",""
"区西部","232","24","1139","7","1","14","28","0","0","3","1","0","0","0","3","0","1","0","0","1","0","0","4","5","","","","","","",""
"区西北部","241","57","1706","5","3","24","64","3","1","1","4","6","0","3","0","0","1","1","0","1","0","0","1","3","","","","","","",""
"区東北部","194","37","1369","12","4","17","56","1","0","0","4","5","0","1","1","0","0","0","0","2","0","0","1","1","","","","","","",""
"区東部","227","19","1405","9","2","29","38","2","1","1","5","8","0","1","0","0","7","0","0","1","0","0","2","1","","","","","","",""
"西多摩","28","12","246","1","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"南多摩","226","50","2462","8","4","57","97","8","2","5","2","15","2","1","1","0","2","0","0","0","0","0","1","2","","","","","","",""
"北多摩西部","58","20","430","4","1","11","16","1","19","1","2","1","0","0","0","0","1","0","1","0","0","0","0","1","","","","","","",""
"北多摩南部","170","19","1175","8","2","15","46","1","2","4","4","1","0","1","0","0","2","0","0","1","0","0","4","6","","","","","","",""
"北多摩北部","148","16","932","5","2","14","52","5","4","2","2","4","0","1","0","0","1","0","0","3","0","0","4","1","","","","","","",""
"島しょ","5","1","21","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","2065","325","13644","86","26","220","528","29","39","20","32","50","5","11","5","0","18","1","2","13","0","0","20","27","","","","","","",""
