"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","2","0","1","32","7","3","0","19","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","5","1","1","93","12","7","1","13","0","0","0","0","3","0","0","0","0","0","0","1","0","0"
"2歳","1","0","0","1","69","16","8","0","0","0","0","1","0","8","1","1","0","0","0","0","0","0","0"
"3歳","0","0","3","2","75","12","11","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"4歳","2","0","2","5","81","17","10","1","1","0","0","1","0","13","0","0","0","1","0","0","0","0","0"
"5歳","1","0","1","6","57","11","7","2","0","0","0","1","0","13","0","0","0","0","0","0","1","0","0"
"6歳","2","0","1","8","55","5","3","0","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"7歳","1","0","0","4","25","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","3","1","0","3","19","2","5","0","0","0","0","0","0","8","0","0","0","0","0","0","1","0","0"
"9歳","3","0","0","2","13","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","2","0","7","31","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","3","1","3","132","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"30〜39歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","38","13","9","43","693","86","57","8","36","0","0","4","1","67","2","1","0","8","0","1","3","0","0"
