"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","2","1","16","32","3","1","1","1","0","0","0","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","168","0","5","22","83","8","0","4","3","0","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","171","0","0","12","62","4","0","4","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","284","1","0","5","72","4","0","1","1","0","0","0","0","2","2","0","0","2","0","0","0","0","0","","","","","",""
"区西北部","302","0","0","3","48","14","2","5","3","0","0","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","167","0","1","13","38","7","1","6","3","0","0","1","0","3","2","0","0","1","0","0","0","0","0","","","","","",""
"区東部","215","1","4","39","41","4","0","2","4","0","0","1","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","164","0","1","3","22","6","1","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","169","1","0","11","52","12","1","2","1","0","0","0","0","3","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","79","0","0","1","18","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","170","0","0","6","36","3","1","1","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","219","2","4","14","41","4","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","15","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2298","7","16","149","545","70","7","27","26","0","0","3","0","30","9","0","0","6","0","0","0","0","0","","","","","",""
