"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","8","3","1","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","18","1","0","11","0","33","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","82","6","0","53","12","69","0","12","0","13","2","0","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","1","1","1","0","0"
"2歳","75","1","1","59","27","43","1","21","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","127","3","1","42","29","46","2","11","1","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","169","1","0","45","61","53","2","13","3","0","1","0","1","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0"
"5歳","193","0","1","56","92","51","2","3","1","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"6歳","218","7","0","36","78","51","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"7歳","266","5","0","20","72","33","4","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"8歳","290","1","0","6","55","27","3","2","0","0","0","2","0","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"9歳","236","3","0","7","52","21","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1004","14","0","18","75","60","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","0","0","2","1","0","1","0"
"15〜19歳","350","23","1","1","4","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0"
"20〜29歳","145","48","0","2","11","27","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30〜39歳","138","31","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","196","40","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","107","41","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"60〜69歳","34","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","1","0","0","0","10"
"70〜79歳","19","20","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","13","0","0","0","0","0","0","0","3","0","10"
"80歳以上","5","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","0","0","0","0","0","1","0","2","2","21"
"合計","3680","279","5","357","568","523","21","69","5","29","8","4","4","0","0","23","0","0","0","1","0","22","56","1","0","3","0","0","18","3","7","4","48"
