"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","2","0"
"1〜4歳","0","0","0","0","0","0","2","6","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","17","1","6","7","0","0","0","0","0"
"20〜24歳","59","21","13","24","7","2","0","0","0"
"25〜29歳","60","19","9","30","7","0","1","0","0"
"30〜34歳","31","22","8","18","3","3","0","0","0"
"35〜39歳","21","13","2","18","4","0","1","1","0"
"40〜44歳","13","4","2","4","4","0","1","1","0"
"45〜49歳","6","2","0","4","0","0","4","0","0"
"50〜54歳","4","3","0","0","0","1","4","0","0"
"55〜59歳","2","4","0","2","0","0","6","1","0"
"60〜64歳","0","1","0","1","0","0","9","0","1"
"65〜69歳","0","1","0","0","0","0","11","1","1"
"70歳以上","0","1","0","0","0","0","42","2","4"
"合計","213","92","40","108","25","6","92","16","6"
