"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","0","13","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","4","3","2","81","9","0","4","29","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","14","1","7","3","127","22","0","6","27","0","1","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","10","2","2","9","100","20","0","8","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","16","0","6","21","81","28","1","5","1","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","19","0","9","33","71","18","1","9","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","35","0","3","20","53","19","0","3","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","20","0","0","21","33","8","0","6","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","25","0","0","24","32","6","0","5","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","34","0","2","20","34","4","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","10","0","1","12","26","1","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","51","0","2","19","68","2","1","5","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","18","0","0","5","4","0","0","1","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","23","0","0","13","47","0","1","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","310","9","35","202","770","138","4","61","63","2","4","36","6","1","0","10","1","0","2","0","0","0","0","0","0","0","0","0"
