"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","14","2","0","0","13","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","28","1","0","0","100","1","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","92","6","5","1","356","6","3","0","27","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","135","4","10","0","306","2","2","1","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","194","0","4","9","297","1","0","0","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","341","1","3","5","255","4","1","0","1","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"5歳","385","1","0","14","220","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","403","0","0","6","164","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","2","0"
"7歳","324","0","0","2","124","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","233","0","0","6","77","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","207","0","1","1","64","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","709","0","0","3","145","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"15〜19歳","152","0","0","1","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"20〜29歳","102","0","0","11","186","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","207","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70〜79歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"80歳以上","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","3790","15","23","59","2337","23","6","1","62","2","11","6","3","1","2","2","0","0","1","0","18","1","0","3","0","0","14","3"
