"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","3","0"
"1〜4歳","0","0","0","0","0","0","1","7","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","1"
"15〜19歳","17","3","0","5","3","1","0","0","0"
"20〜24歳","29","19","5","6","5","0","1","0","0"
"25〜29歳","30","14","6","3","4","1","4","0","0"
"30〜34歳","7","6","2","5","2","0","0","0","0"
"35〜39歳","7","5","0","1","0","0","1","1","0"
"40〜44歳","3","3","0","1","3","0","1","0","0"
"45〜49歳","2","2","0","1","2","0","2","0","0"
"50〜54歳","1","1","0","0","1","0","1","0","0"
"55〜59歳","0","1","0","0","1","0","1","1","1"
"60〜64歳","0","2","0","0","0","0","8","0","0"
"65〜69歳","0","0","0","0","0","0","6","2","0"
"70歳以上","0","2","0","0","1","0","22","1","0"
"合計","96","58","13","22","22","2","53","16","2"
