"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","0","1","1","0","0","0","1","0"
"20〜24歳","19","2","11","4","1","0","0","0","0"
"25〜29歳","28","5","6","3","4","0","0","0","1"
"30〜34歳","10","3","1","0","0","0","1","0","0"
"35〜39歳","4","2","0","5","1","0","1","0","0"
"40〜44歳","6","0","2","0","0","0","0","0","0"
"45〜49歳","5","2","0","0","0","0","0","0","0"
"50〜54歳","2","2","1","1","0","0","2","0","0"
"55〜59歳","0","0","0","0","0","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","2","0","1"
"65〜69歳","0","1","0","0","1","0","2","0","0"
"70歳以上","0","1","0","0","0","0","15","1","2"
"合計","80","18","22","14","7","0","25","2","4"
