"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","1","29","4","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","0","0","0","55","15","1","0","14","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"2歳","9","0","1","4","47","11","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0"
"3歳","14","0","2","1","43","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","7","0","2","6","24","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"5歳","6","0","0","4","28","5","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"6歳","9","0","2","5","44","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","0","7","11","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"8歳","4","0","0","4","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","4","11","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","0","1","23","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","6","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","0","0","5","81","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4"
"30〜39歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","90","0","7","42","426","57","2","4","31","0","1","1","6","6","0","1","0","4","0","0","1","4","0","4"
