"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","0","0","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","0","0","46","8","2","1","18","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","3","3","5","113","20","11","2","19","0","1","1","1","0","0","0","0","0","0","0"
"2歳","1","4","0","3","68","28","0","1","0","0","1","5","0","0","0","0","0","0","0","0"
"3歳","0","0","2","7","64","14","4","1","0","0","0","7","0","0","0","0","0","0","1","0"
"4歳","0","0","1","18","60","26","1","6","0","0","0","13","0","0","0","0","0","0","0","0"
"5歳","1","0","0","14","35","16","1","6","0","0","1","8","1","0","0","0","0","0","0","0"
"6歳","3","0","2","18","41","4","0","3","0","0","0","9","0","0","0","1","0","0","0","0"
"7歳","0","0","0","9","30","6","0","5","0","1","0","6","0","0","0","0","0","0","0","0"
"8歳","0","0","1","10","23","4","0","1","0","0","0","7","0","0","0","0","0","0","1","0"
"9歳","0","0","1","1","15","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","8","33","4","0","2","0","0","0","8","0","0","0","1","0","0","0","0"
"15〜19歳","0","0","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","3","2","42","1","0","0","0","1","1","0","0","0","0","3","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","13","9","13","97","582","136","20","29","37","3","4","65","3","0","2","9","0","0","2","1"
