"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","2","0","2","3","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","","","","","",""
"中央区","8","0","0","6","11","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","11","3","5","3","14","2","1","0","1","0","0","4","0","1","0","0","0","0","1","0","0","1","","","","","",""
"新宿区","12","4","3","7","18","1","0","1","1","0","0","0","0","0","0","1","0","0","4","0","0","0","","","","","",""
"文京","6","0","1","1","13","3","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","2","0","2","1","22","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","0","0","4","8","3","0","0","0","0","0","4","0","0","0","1","0","0","1","0","0","0","","","","","",""
"江東区","18","6","0","12","54","7","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","0","0","4","17","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","1","0","5","36","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","6","5","15","56","2","0","1","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","23","5","8","26","78","8","1","2","1","0","0","3","0","0","0","1","0","0","0","0","0","1","","","","","",""
"渋谷区","1","0","0","0","26","5","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","13","2","1","9","36","2","0","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","7","2","3","4","31","4","0","2","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","2","1","3","9","4","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","","","","","",""
"北区","6","2","1","7","29","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","9","1","0","6","9","7","0","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","14","0","1","2","19","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","22","2","1","15","56","11","0","0","4","0","0","8","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","14","5","1","11","49","3","0","4","1","0","0","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","10","1","0","2","36","4","0","4","0","0","0","1","0","0","0","1","0","0","3","0","0","0","","","","","",""
"江戸川","20","2","4","13","56","4","0","3","1","0","0","8","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","15","11","3","8","74","12","1","4","3","0","0","9","3","0","0","1","0","0","2","0","0","0","","","","","",""
"町田市","16","0","0","10","47","5","0","2","0","0","0","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","2","0","6","24","3","0","3","1","0","0","5","0","0","0","0","0","0","2","0","0","0","","","","","",""
"南多摩","7","1","1","10","37","5","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","11","3","1","20","40","6","0","4","4","0","0","4","0","0","0","0","0","0","2","0","0","0","","","","","",""
"多摩府中","36","9","2","17","84","15","0","3","4","0","0","17","0","1","0","0","0","0","3","0","0","0","","","","","",""
"多摩小平","17","13","9","33","60","18","1","8","4","0","1","11","1","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","357","85","53","262","1052","145","5","50","38","1","1","107","6","4","0","14","0","0","24","0","0","2","","","","","",""
