"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","53","697","9","2","14","72","1","10","3","2","21","0","1","0","0","1","0","0","0","1","0","0","6","","","","","","",""
"区南部","2","51","460","8","2","16","37","1","7","8","1","13","1","0","0","0","2","0","0","1","0","0","0","1","","","","","","",""
"区西南部","2","68","714","13","4","10","43","2","8","2","4","17","1","2","0","0","7","0","0","0","0","0","0","2","","","","","","",""
"区西部","8","74","748","9","1","7","45","1","6","0","5","8","1","1","1","0","2","0","0","1","0","0","0","2","","","","","","",""
"区西北部","7","162","1145","20","3","25","76","6","11","4","9","21","1","5","0","0","5","0","0","1","1","0","0","2","","","","","","",""
"区東北部","5","89","996","26","5","22","43","2","9","3","6","17","0","1","1","0","2","0","0","2","0","0","0","5","","","","","","",""
"区東部","25","98","918","20","6","9","60","1","4","1","5","16","0","2","1","0","3","0","0","1","0","0","1","1","","","","","","",""
"西多摩","1","17","136","0","1","3","11","1","0","1","0","1","1","0","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"南多摩","14","114","1764","20","2","38","105","8","7","13","8","23","1","3","1","0","1","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","4","49","376","4","1","9","19","1","2","3","2","11","0","2","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","1","70","936","15","2","25","28","2","7","2","2","22","2","2","0","0","1","0","0","1","0","0","0","8","","","","","","",""
"北多摩北部","5","68","650","14","2","16","52","2","10","4","1","7","1","0","0","0","2","0","0","2","0","0","0","5","","","","","","",""
"島しょ","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"合計","80","916","9556","158","31","194","591","28","81","44","45","177","9","19","4","0","28","0","0","12","2","0","1","36","","","","","","",""
