"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","1","9","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中央区","27","0","1","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","60","3","6","4","12","8","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","35","1","0","6","14","2","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"文京","41","1","1","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","42","0","0","6","37","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","40","2","0","1","7","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","125","0","1","9","101","2","0","1","6","0","1","1","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","64","0","0","5","29","8","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","21","0","0","2","8","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","138","2","1","13","103","6","1","7","3","0","0","2","2","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","217","3","0","20","55","4","1","3","3","0","0","6","0","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","28","0","0","2","17","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","56","3","0","1","40","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","120","0","0","1","44","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","45","0","0","1","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","54","0","0","8","19","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","75","1","0","11","31","1","0","3","3","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","51","1","5","4","35","4","0","7","4","2","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","191","0","4","36","38","4","2","6","5","1","0","3","3","1","0","0","0","0","0","0","0","","","","","",""
"足立","153","0","3","15","65","4","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","106","0","1","9","50","6","0","2","4","0","0","1","0","0","0","0","0","0","4","0","0","","","","","",""
"江戸川","257","0","0","24","100","5","0","4","6","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","270","1","3","36","91","15","0","6","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","204","1","0","20","64","13","0","0","3","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","93","0","1","3","30","3","0","1","3","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","127","0","2","6","63","5","0","1","3","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","169","1","1","11","51","8","1","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","374","1","7","14","113","11","0","6","11","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","221","3","2","33","62","11","0","4","6","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3420","24","39","305","1306","141","5","66","82","7","1","38","11","1","0","9","0","0","5","0","0","","","","","",""
